"APDB_idx","AID","Molecule_CID","SID","Activity_Outcome","Target_GI","Target_GeneID","Target_Symbol","UniProtKB","Activity_Value_uM","Activity_Name","Assay_Name","Assay_Type","PubMed_ID"
"B.2877",1671198,7005,144209318,"Active",527178914,1559,"CYP2C9","P11712",36.5049,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2878",1671198,7005,144213085,"Active",527178914,1559,"CYP2C9","P11712",35.5742,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2879",1671199,7005,144209318,"Active",119619719,1544,"CYP1A2","P05177",3.6505,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2880",1671199,7005,144213085,"Active",119619719,1544,"CYP1A2","P05177",3.1706,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2881",1030,7416,17389793,"Active",30582681,216,"ALDH1A1","P00352",31.6228,"Potency","qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1)","Confirmatory",NA
"B.2882",1671196,7416,144208948,"Active",1047837853,1565,"CYP2D6","C1ID52",16.4364,"Potency","Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2883",1159528,11487,144208809,"Active",119627033,3725,"JUN","P05412",45.3319,"Potency","qHTS assay to identify small molecule agonists of the AP-1 signaling pathway: Summary","Summary",NA
"B.2884",1224848,11487,144208809,"Active",325495545,2101,"ESRRA","P11474",27.2783,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library","Confirmatory",NA
"B.2885",1259247,11487,144208809,"Active",124375976,367,"AR","P10275",40.039,"Potency","qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881: Summary","Summary",NA
"B.2886",1259378,11487,144208809,"Active",54288833,2100,"ESR2","F1D8N3",24.3118,"Potency","qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway","Confirmatory",NA
"B.2887",1346795,11487,144208809,"Active",82393684,5241,"PGR","P06401",48.5084,"Potency","qHTS assay to identify small molecule antagonists of the progesterone receptor (PR) signaling pathway","Confirmatory",NA
"B.2888",1346982,11487,144208809,"Active",325495557,8856,"NR1I2","O75469",61.0684,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.2889",1671197,11487,144208809,"Active",55140668,1557,"CYP2C19","P33261",4.4785,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2890",1671197,11487,144211343,"Active",55140668,1557,"CYP2C19","P33261",22.4458,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2891",1671198,11487,144208809,"Active",527178914,1559,"CYP2C9","P11712",35.5742,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2892",1671198,11487,144211343,"Active",527178914,1559,"CYP2C9","P11712",39.9149,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2893",1671199,11487,144208809,"Active",119619719,1544,"CYP1A2","P05177",35.5742,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2894",1671199,11487,144211343,"Active",119619719,1544,"CYP1A2","P05177",35.5742,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2895",1671201,11487,144208809,"Active",115371803,1576,"CYP3A4","P08684",3.1706,"Potency","Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2896",1671197,971,144209320,"Active",55140668,1557,"CYP2C19","P33261",81.007,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2897",651741,6720,17389772,"Active",20149576,4780,"NFE2L2","Q16236",37.578,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.2898",651741,6720,26752967,"Active",20149576,4780,"NFE2L2","Q16236",24.3365,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.2899",720692,6720,144211377,"Active",311348376,2908,"NR3C1","F1D8N4",30.8956,"Potency","qHTS assay to identify small molecule antagonists of the glucocorticoid receptor (GR) signaling pathway","Confirmatory",NA
"B.2900",743042,6720,144211377,"Active",124375976,367,"AR","P10275",43.2771,"Potency","qHTS assay to identify small molecule antagonists of the androgen  receptor (AR) signaling pathway using the MDA cell line","Confirmatory",NA
"B.2901",743083,6720,144211377,"Active",119597822,1588,"CYP19A1","A0A024R5S8",61.1306,"Potency","qHTS assay to identify aromatase inhibitors","Confirmatory",NA
"B.2902",743199,6720,144209145,"Active",216409692,5468,"PPARG","E9PFX5",NA,NA,"qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway: Summary","Summary",NA
"B.2903",743199,6720,144211377,"Active",216409692,5468,"PPARG","E9PFX5",NA,NA,"qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway: Summary","Summary",NA
"B.2904",743202,6720,144209145,"Active",20149576,4780,"NFE2L2","Q16236",24.2128,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.2905",743219,6720,144209145,"Active",20149576,4780,"NFE2L2","Q16236",18.5088,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway: Summary","Summary",NA
"B.2906",743219,6720,144211377,"Active",20149576,4780,"NFE2L2","Q16236",9.32377,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway: Summary","Summary",NA
"B.2907",1159527,6720,144209145,"Active",325495497,6256,"RXRA","Q6P3U7",6.8862,"Potency","qHTS assay to identify small molecule agonists of the RXR signaling pathway","Confirmatory",NA
"B.2908",1159531,6720,144209145,"Active",325495497,6256,"RXRA","Q6P3U7",8.66922,"Potency","qHTS assay to identify small molecule agonists of the RXR signaling pathway: Summary","Summary",NA
"B.2909",1224892,6720,144209145,"Active",66775687,9970,"NR1I3","Q14994",NA,NA,"qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway: Summary","Summary",NA
"B.2910",1259243,6720,144209145,"Active",124375976,367,"AR","P10275",27.1672,"Potency","qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881","Confirmatory",NA
"B.2911",1259243,6720,144211377,"Active",124375976,367,"AR","P10275",27.306,"Potency","qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881","Confirmatory",NA
"B.2912",1259392,6720,144209145,"Active",109731339,2737,"GLI3","P10071",17.1414,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway: Summary","Summary",NA
"B.2913",1347395,6720,144209145,"Active",177975,43,"ACHE","P22303",39.7522,"Potency","Acetylcholinesterase (AChE) small molecule antagonists: colormetric cell-based qHTS assay","Confirmatory",NA
"B.2914",1347395,6720,144211377,"Active",177975,43,"ACHE","P22303",31.7055,"Potency","Acetylcholinesterase (AChE) small molecule antagonists: colormetric cell-based qHTS assay","Confirmatory",NA
"B.2915",1671196,6720,144209145,"Active",1047837853,1565,"CYP2D6","C1ID52",31.5763,"Potency","Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2916",1671199,6720,144209145,"Active",119619719,1544,"CYP1A2","P05177",8.8994,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2917",1671199,6720,144211377,"Active",119619719,1544,"CYP1A2","P05177",1.589,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2918",1346784,6811,144207340,"Active",82393684,5241,"PGR","P06401",60.7578,"Potency","qHTS assay to identify small molecule agonists of the progesterone receptor (PR) signaling pathway","Confirmatory",NA
"B.2919",588478,4928,124777395,"Active",4877999,51377,"UCHL5","Q9Y5K5",NA,NA,"A screen for small molecule inhibitors of the human deubiquitinating enzyme, UCH37","Other",NA
"B.2920",1259392,4928,144211210,"Active",109731339,2737,"GLI3","P10071",9.14657,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway: Summary","Summary",NA
"B.2921",1346982,4928,144209296,"Active",325495557,8856,"NR1I2","O75469",30.7314,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.2922",1346982,4928,144211210,"Active",325495557,8856,"NR1I2","O75469",54.4827,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.2923",1671199,4928,144209296,"Active",119619719,1544,"CYP1A2","P05177",31.809,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2924",1671199,4928,144211210,"Active",119619719,1544,"CYP1A2","P05177",28.2576,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2925",504444,4900,89853744,"Active",224028257,4780,"NFE2L2","Q16236",0.2909,"Potency","Nrf2 qHTS screen for inhibitors","Confirmatory",NA
"B.2926",1159528,1032,251919690,"Active",119627033,3725,"JUN","P05412",59.3239,"Potency","qHTS assay to identify small molecule agonists of the AP-1 signaling pathway: Summary","Summary",NA
"B.2927",1224841,1032,251919690,"Active",325495545,2101,"ESRRA","P11474",8.6349,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library","Confirmatory",NA
"B.2928",1345808,1032,135651552,"Active",4885329,2865,"FFAR3","A0A0K0PUW7",NA,NA,"Human FFA3 receptor (Free fatty acid receptors)","Other",12496283
"B.2929",1345808,1032,135651552,"Active",4885329,2865,"FFAR3","A0A0K0PUW7",NA,NA,"Human FFA3 receptor (Free fatty acid receptors)","Other",12711604
"B.2930",1345808,1032,135651552,"Active",4885329,2865,"FFAR3","A0A0K0PUW7",NA,NA,"Human FFA3 receptor (Free fatty acid receptors)","Other",14722361
"B.2931",1345808,1032,135651552,"Active",4885329,2865,"FFAR3","A0A0K0PUW7",NA,NA,"Human FFA3 receptor (Free fatty acid receptors)","Other",21220428
"B.2932",1345904,1032,135651552,"Active",4885333,2867,"FFAR2","C6KYL4",NA,NA,"Human FFA2 receptor (Free fatty acid receptors)","Other",12496283
"B.2933",1345904,1032,135651552,"Active",4885333,2867,"FFAR2","C6KYL4",NA,NA,"Human FFA2 receptor (Free fatty acid receptors)","Other",12684041
"B.2934",1345904,1032,135651552,"Active",4885333,2867,"FFAR2","C6KYL4",NA,NA,"Human FFA2 receptor (Free fatty acid receptors)","Other",12711604
"B.2935",1345904,1032,135651552,"Active",4885333,2867,"FFAR2","C6KYL4",NA,NA,"Human FFA2 receptor (Free fatty acid receptors)","Other",21220428
"B.2936",1475773,1032,103176199,"Active",3122158,2865,"FFAR3","A0A0K0PUW7",12,"EC50","Agonist activity at human GPCR41 transfected in HEK293 cells assessed as [35S]GTPgammaS binding by scintillation counting method","Confirmatory",28745893
"B.2937",1605671,1032,103176199,"Active",3122158,2865,"FFAR3","A0A0K0PUW7",10.7152,"EC50","Agonist activity at human FFA3 receptor stably expressed in Flp-In T-Rex HEK293 cell membrane assessed as stimulation of [35S]-GTPgammaS binding measured after 1 hr in presence of GDP by liquid scintillation spectrometry","Confirmatory",32141297
"B.2938",1605673,1032,103176199,"Active",3122158,2865,"FFAR3","A0A0K0PUW7",11.749,"EC50","Agonist activity at human FFA3 receptor stably expressed in Flp-In T-Rex HEK293 cells cotransfected with eYFP assessed as inhibition of forskolin-induced cAMP production measured after 1 hr by fluorescence plate reader assay","Confirmatory",32141297
"B.2939",1639735,1032,103176199,"Active",18202936,81285,"OR51E2","A0A126GVK0",NA,NA,"Agonist activity at PSGR/OR51E2 in human LNCaP cells assessed as induction of change in extracellular metabolites level by measuring tyramine level at 1 mM incubated for 72 hrs by GC/MS analysis","Other",NA
"B.2940",1639736,1032,103176199,"Active",18202936,81285,"OR51E2","A0A126GVK0",NA,NA,"Agonist activity at PSGR/OR51E2 in human LNCaP cells assessed as induction of change in extracellular metabolites level by measuring spermine level at 1 mM incubated for 72 hrs by GC/MS analysis","Other",NA
"B.2941",1639737,1032,103176199,"Active",18202936,81285,"OR51E2","A0A126GVK0",NA,NA,"Agonist activity at PSGR/OR51E2 in human LNCaP cells assessed as induction of change in extracellular metabolites level by measuring lactose level at 1 mM incubated for 72 hrs by GC/MS analysis","Other",NA
"B.2942",1639738,1032,103176199,"Active",18202936,81285,"OR51E2","A0A126GVK0",NA,NA,"Agonist activity at PSGR/OR51E2 in human LNCaP cells assessed as induction of change in extracellular metabolites level by measuring guanine level at 1 mM incubated for 72 hrs by GC/MS analysis","Other",NA
"B.2943",1639739,1032,103176199,"Active",18202936,81285,"OR51E2","A0A126GVK0",NA,NA,"Agonist activity at PSGR/OR51E2 in human LNCaP cells assessed as induction of change in extracellular metabolites level by measuring spermidine level at 1 mM incubated for 72 hrs by GC/MS analysis","Other",NA
"B.2944",1639740,1032,103176199,"Active",18202936,81285,"OR51E2","A0A126GVK0",NA,NA,"Agonist activity at PSGR/OR51E2 in human LNCaP cells assessed as induction of change in extracellular metabolites level by measuring glutamine level at 1 mM incubated for 72 hrs by GC/MS analysis","Other",NA
"B.2945",1639741,1032,103176199,"Active",18202936,81285,"OR51E2","A0A126GVK0",NA,NA,"Agonist activity at PSGR/OR51E2 in human LNCaP cells assessed as induction of change in extracellular metabolites level by measuring ornithine level at 1 mM incubated for 72 hrs by GC/MS analysis","Other",NA
"B.2946",1639742,1032,103176199,"Active",18202936,81285,"OR51E2","A0A126GVK0",NA,NA,"Agonist activity at PSGR/OR51E2 in human LNCaP cells assessed as induction of change in extracellular metabolites level by measuring threitol/erythritol level at 1 mM incubated for 72 hrs by GC/MS analysis","Other",NA
"B.2947",1639743,1032,103176199,"Active",18202936,81285,"OR51E2","A0A126GVK0",NA,NA,"Agonist activity at PSGR/OR51E2 in human LNCaP cells assessed as induction of change in extracellular metabolites level by measuring lactic acid level at 1 mM incubated for 72 hrs by GC/MS analysis","Other",NA
"B.2948",1639744,1032,103176199,"Active",18202936,81285,"OR51E2","A0A126GVK0",NA,NA,"Agonist activity at PSGR/OR51E2 in human LNCaP cells assessed as induction of change in extracellular metabolites level by measuring serine level at 1 mM incubated for 72 hrs by GC/MS analysis","Other",NA
"B.2949",1639745,1032,103176199,"Active",18202936,81285,"OR51E2","A0A126GVK0",NA,NA,"Agonist activity at PSGR/OR51E2 in human LNCaP cells assessed as induction of change in extracellular metabolites level by measuring glycine level at 1 mM incubated for 72 hrs by GC/MS analysis","Other",NA
"B.2950",1639746,1032,103176199,"Active",18202936,81285,"OR51E2","A0A126GVK0",NA,NA,"Agonist activity at PSGR/OR51E2 in human LNCaP cells assessed as induction of change in extracellular metabolites level by measuring threonine level at 1 mM incubated for 72 hrs by GC/MS analysis","Other",NA
